Hour,Week,Testosterone,LH,FSH
2475,14.73,345.27,66.69,39.02
2476,14.74,331.45,66.19,38.72
2477,14.74,349.13,65.78,38.47
2478,14.75,340.37,67.50,39.50
2479,14.76,349.91,65.35,38.21
2480,14.76,337.57,67.99,39.80
2481,14.77,339.57,66.77,39.06
2482,14.77,350.21,69.28,40.57
2483,14.78,347.01,67.04,39.23
2484,14.79,347.24,67.13,39.28
2485,14.79,338.44,67.86,39.72
2486,14.80,342.97,69.49,40.69
2487,14.80,347.72,69.20,40.52
2488,14.81,349.25,67.49,39.49
2489,14.82,346.32,66.85,39.11
2490,14.82,352.19,66.82,39.09
2491,14.83,349.49,68.29,39.97
2492,14.83,349.22,66.86,39.12
2493,14.84,350.74,68.50,40.10
2494,14.85,364.88,70.65,41.39
2495,14.85,354.34,67.24,39.35
2496,14.86,357.26,69.66,40.80
2497,14.86,359.78,71.00,41.60
2498,14.87,356.29,69.10,40.46
2499,14.88,345.73,69.09,40.46
2500,14.88,354.11,67.77,39.66
2501,14.89,361.94,69.29,40.58
2502,14.89,354.73,65.75,38.45
2503,14.90,347.30,67.87,39.72
2504,14.90,363.56,69.39,40.63
2505,14.91,366.21,68.55,40.13
2506,14.92,351.16,70.27,41.16
2507,14.92,358.21,71.86,42.12
2508,14.93,356.55,68.99,40.40
2509,14.93,373.49,65.84,38.50
2510,14.94,360.92,69.33,40.60
2511,14.95,367.80,70.14,41.08
2512,14.95,358.19,69.89,40.93
2513,14.96,359.00,68.72,40.23
2514,14.96,360.51,70.33,41.20
2515,14.97,357.45,70.27,41.16
2516,14.98,365.77,68.88,40.33
2517,14.98,359.43,72.79,42.67
2518,14.99,383.03,69.07,40.44
2519,14.99,358.44,71.50,41.90
2520,15.00,367.59,70.90,41.54
2521,15.01,369.50,69.44,40.66
2522,15.01,360.98,71.42,41.85
2523,15.02,361.67,69.52,40.71
2524,15.02,370.46,70.51,41.31
2525,15.03,364.15,71.11,41.66
2526,15.04,371.23,70.84,41.50
2527,15.04,367.95,72.44,42.46
2528,15.05,378.08,69.50,40.70
2529,15.05,381.43,68.66,40.20
2530,15.06,370.66,69.86,40.92
2531,15.07,369.75,69.98,40.99
2532,15.07,373.57,68.19,39.92
2533,15.08,375.16,68.82,40.29
2534,15.08,379.32,69.88,40.93
2535,15.09,363.78,68.67,40.20
2536,15.10,376.63,70.05,41.03
2537,15.10,368.60,72.39,42.43
2538,15.11,376.29,66.54,38.92
2539,15.11,378.18,72.93,42.76
2540,15.12,381.10,70.19,41.11
2541,15.12,370.66,71.07,41.64
2542,15.13,369.94,71.12,41.67
2543,15.14,376.13,70.31,41.18
2544,15.14,375.90,69.74,40.84
2545,15.15,381.37,72.69,42.61
2546,15.15,380.30,71.16,41.69
2547,15.16,372.75,68.91,40.35
2548,15.17,368.75,70.40,41.24
2549,15.17,380.62,69.61,40.77
2550,15.18,389.55,70.44,41.26
2551,15.18,364.95,68.59,40.16
2552,15.19,381.39,70.04,41.02
2553,15.20,385.76,72.24,42.34
2554,15.20,383.71,70.81,41.48
2555,15.21,389.22,70.89,41.53
2556,15.21,382.05,71.24,41.74
2557,15.22,385.80,70.80,41.48
2558,15.23,377.23,72.22,42.33
2559,15.23,373.24,72.84,42.70
2560,15.24,368.07,69.18,40.51
2561,15.24,370.50,70.18,41.11
2562,15.25,380.61,67.66,39.60
2563,15.26,387.14,72.07,42.24
2564,15.26,375.39,72.20,42.32
2565,15.27,385.44,71.33,41.80
2566,15.27,402.02,72.71,42.62
2567,15.28,393.90,72.66,42.59
2568,15.29,379.29,69.48,40.69
2569,15.29,389.48,69.51,40.70
2570,15.30,380.88,72.66,42.60
2571,15.30,373.16,72.15,42.29
2572,15.31,388.65,72.26,42.35
2573,15.32,386.97,70.43,41.26
2574,15.32,370.74,72.32,42.39
2575,15.33,383.52,71.07,41.64
2576,15.33,401.95,72.55,42.53
2577,15.34,389.93,72.98,42.79
2578,15.35,386.92,72.59,42.55
2579,15.35,382.44,72.01,42.21
2580,15.36,390.14,75.19,44.11
2581,15.36,391.33,71.90,42.14
2582,15.37,401.49,70.68,41.41
2583,15.38,389.63,74.21,43.53
2584,15.38,399.00,73.79,43.28
2585,15.39,398.98,72.66,42.60
2586,15.39,389.88,73.27,42.96
2587,15.40,398.69,70.75,41.45
2588,15.40,410.58,71.95,42.17
2589,15.41,400.43,74.17,43.50
2590,15.42,408.29,72.43,42.46
2591,15.42,399.51,71.95,42.17
2592,15.43,388.76,73.63,43.18
2593,15.43,393.96,71.44,41.86
2594,15.44,387.49,71.38,41.83
2595,15.45,397.44,71.89,42.13
2596,15.45,382.35,75.01,44.01
2597,15.46,371.53,72.76,42.66
2598,15.46,399.94,69.53,40.72
2599,15.47,394.17,71.09,41.65
2600,15.48,394.97,71.26,41.76
2601,15.48,394.70,72.90,42.74
2602,15.49,389.21,72.48,42.49
2603,15.49,400.90,72.46,42.48
2604,15.50,401.94,71.88,42.13
2605,15.51,391.05,75.62,44.37
2606,15.51,400.41,71.37,41.82
2607,15.52,406.45,71.44,41.86
2608,15.52,401.97,72.94,42.77
2609,15.53,407.80,74.36,43.62
2610,15.54,411.61,73.60,43.16
2611,15.54,393.70,72.98,42.79
2612,15.55,408.14,72.38,42.43
2613,15.55,407.86,72.16,42.30
2614,15.56,408.14,74.04,43.42
2615,15.57,419.57,74.22,43.53
2616,15.57,414.60,71.05,41.63
2617,15.58,423.21,71.28,41.77
2618,15.58,405.80,72.50,42.50
2619,15.59,397.72,72.48,42.49
2620,15.60,403.20,72.23,42.34
2621,15.60,405.39,73.08,42.85
2622,15.61,402.95,72.79,42.68
2623,15.61,404.29,70.60,41.36
2624,15.62,400.81,75.41,44.25
2625,15.62,405.68,70.27,41.16
2626,15.63,408.85,72.48,42.49
2627,15.64,405.82,72.17,42.30
2628,15.64,405.00,73.26,42.96
2629,15.65,415.60,72.64,42.58
2630,15.65,408.45,72.31,42.39
2631,15.66,420.21,73.75,43.25
2632,15.67,409.13,71.76,42.05
2633,15.67,422.14,72.08,42.25
2634,15.68,416.52,72.32,42.39
2635,15.68,418.61,73.63,43.18
2636,15.69,416.68,73.07,42.84
2637,15.70,429.25,73.60,43.16
2638,15.70,405.73,70.88,41.53
2639,15.71,419.32,72.88,42.73
2640,15.71,428.11,71.91,42.14
2641,15.72,420.49,73.09,42.86
2642,15.73,405.25,73.49,43.10
2643,15.73,407.96,71.13,41.68
2644,15.74,404.63,71.74,42.04
2645,15.74,401.87,74.32,43.59
2646,15.75,413.33,72.98,42.79
2647,15.76,398.98,74.03,43.42
2648,15.76,416.62,69.89,40.94
2649,15.77,408.45,75.94,44.56
2650,15.77,425.22,74.66,43.80
2651,15.78,410.30,72.95,42.77
2652,15.79,410.85,70.93,41.56
2653,15.79,415.76,71.90,42.14
2654,15.80,426.58,73.26,42.96
2655,15.80,424.65,74.55,43.73
2656,15.81,413.26,72.87,42.72
2657,15.82,408.98,75.31,44.19
2658,15.82,408.83,72.11,42.27
2659,15.83,418.60,72.51,42.51
2660,15.83,409.07,72.09,42.25
2661,15.84,419.97,72.03,42.22
2662,15.85,434.31,72.16,42.29
2663,15.85,411.61,70.71,41.43
2664,15.86,427.75,72.32,42.39
2665,15.86,436.64,72.61,42.57
2666,15.87,424.00,71.40,41.84
2667,15.88,423.97,73.19,42.91
2668,15.88,415.12,73.83,43.30
2669,15.89,425.28,75.38,44.23
2670,15.89,401.65,72.86,42.71
2671,15.90,415.82,71.75,42.05
2672,15.90,425.91,74.60,43.76
2673,15.91,420.33,71.86,42.12
2674,15.92,431.82,77.09,45.26
2675,15.92,442.41,73.19,42.91
2676,15.93,423.29,72.90,42.74
2677,15.93,402.25,73.25,42.95
2678,15.94,425.51,73.60,43.16
2679,15.95,430.91,72.12,42.27
2680,15.95,429.25,72.91,42.75
2681,15.96,421.45,73.97,43.38
2682,15.96,432.19,74.01,43.40
2683,15.97,431.80,72.86,42.72
2684,15.98,422.55,72.06,42.24
2685,15.98,448.60,69.72,40.83
2686,15.99,423.79,73.57,43.14
2687,15.99,440.00,75.24,44.14
2688,16.00,436.00,74.37,43.62
2689,16.01,426.27,74.36,43.62
2690,16.01,439.50,74.42,43.65
2691,16.02,426.77,72.67,42.60
2692,16.02,433.42,72.22,42.33
2693,16.03,437.38,71.59,41.96
2694,16.04,435.59,72.22,42.33
2695,16.04,446.26,73.38,43.03
2696,16.05,426.67,71.79,42.07
2697,16.05,421.09,70.81,41.48
2698,16.06,429.09,74.71,43.82
2699,16.07,429.89,72.59,42.55
2700,16.07,417.96,72.95,42.77
2701,16.08,422.15,72.22,42.33
2702,16.08,429.17,71.04,41.62
2703,16.09,421.13,73.36,43.01
2704,16.10,430.33,73.82,43.29
2705,16.10,445.91,72.26,42.36
2706,16.11,406.93,72.84,42.70
2707,16.11,449.56,74.74,43.84
2708,16.12,431.24,73.95,43.37
2709,16.12,437.16,71.30,41.78
2710,16.13,437.44,69.58,40.75
2711,16.14,432.03,71.82,42.09
2712,16.14,428.24,73.01,42.80
2713,16.15,447.91,73.60,43.16
2714,16.15,437.72,75.13,44.08
2715,16.16,422.76,73.90,43.34
2716,16.17,432.66,73.58,43.15
2717,16.17,427.41,73.20,42.92
2718,16.18,432.90,73.05,42.83
2719,16.18,420.63,69.28,40.57
2720,16.19,430.25,72.18,42.31
2721,16.20,444.94,71.41,41.85
2722,16.20,435.37,71.88,42.13
2723,16.21,435.92,74.59,43.76
2724,16.21,438.27,73.84,43.30
2725,16.22,435.36,73.33,43.00
2726,16.23,444.81,72.91,42.74
2727,16.23,448.94,73.19,42.91
2728,16.24,424.55,74.22,43.53
2729,16.24,431.20,72.74,42.64
2730,16.25,414.42,72.67,42.60
2731,16.26,443.77,73.52,43.11
2732,16.26,444.68,73.86,43.32
2733,16.27,438.86,73.09,42.86
2734,16.27,448.05,72.75,42.65
2735,16.28,447.71,71.17,41.70
2736,16.29,426.51,70.71,41.43
2737,16.29,426.71,72.32,42.39
2738,16.30,447.73,72.11,42.27
2739,16.30,444.36,73.37,43.02
2740,16.31,445.04,73.39,43.04
2741,16.32,432.84,72.89,42.74
2742,16.32,445.45,74.71,43.82
2743,16.33,437.10,71.85,42.11
2744,16.33,447.02,71.25,41.75
2745,16.34,449.89,70.36,41.22
2746,16.35,447.24,72.27,42.36
2747,16.35,443.40,70.93,41.56
2748,16.36,464.57,74.01,43.40
2749,16.36,442.67,72.84,42.70
2750,16.37,434.50,71.58,41.95
2751,16.38,458.10,71.39,41.83
2752,16.38,455.28,73.70,43.22
2753,16.39,447.76,72.27,42.36
2754,16.39,451.79,72.89,42.74
2755,16.40,435.01,71.57,41.94
2756,16.40,442.97,72.36,42.41
2757,16.41,457.78,71.70,42.02
2758,16.42,446.17,71.68,42.01
2759,16.42,443.03,72.31,42.39
2760,16.43,454.18,74.10,43.46
2761,16.43,439.61,70.22,41.13
2762,16.44,439.17,71.96,42.18
2763,16.45,442.57,73.52,43.11
2764,16.45,463.43,70.99,41.59
2765,16.46,448.41,75.35,44.21
2766,16.46,426.88,74.77,43.86
2767,16.47,437.26,71.81,42.09
2768,16.48,438.41,73.00,42.80
2769,16.48,449.31,71.63,41.98
2770,16.49,446.57,73.19,42.91
2771,16.49,446.40,70.71,41.43
2772,16.50,442.50,73.39,43.03
2773,16.51,467.45,69.90,40.94
2774,16.51,439.13,71.53,41.92
2775,16.52,439.60,73.29,42.98
2776,16.52,449.63,70.72,41.43
2777,16.53,459.08,74.28,43.57
2778,16.54,454.02,72.26,42.36
2779,16.54,449.87,71.62,41.97
2780,16.55,445.90,71.85,42.11
2781,16.55,444.40,72.77,42.66
2782,16.56,456.90,71.13,41.68
2783,16.57,458.12,71.50,41.90
2784,16.57,437.01,71.45,41.87
2785,16.58,438.56,70.43,41.26
2786,16.58,446.67,71.48,41.89
2787,16.59,446.54,72.86,42.72
2788,16.60,444.89,71.26,41.75
2789,16.60,450.53,71.06,41.64
2790,16.61,448.61,71.28,41.77
2791,16.61,434.02,68.97,40.38
2792,16.62,466.09,71.01,41.61
2793,16.62,431.79,72.56,42.54
2794,16.63,446.50,70.52,41.31
2795,16.64,444.48,74.61,43.76
2796,16.64,451.76,68.12,39.87
2797,16.65,447.57,72.55,42.53
2798,16.65,445.40,72.42,42.45
2799,16.66,454.98,70.38,41.23
2800,16.67,441.70,72.09,42.25
2801,16.67,443.86,72.07,42.24
2802,16.68,445.47,70.42,41.25
2803,16.68,454.23,69.28,40.57
2804,16.69,450.49,71.55,41.93
2805,16.70,453.98,70.64,41.39
2806,16.70,435.88,70.13,41.08
2807,16.71,449.22,71.33,41.80
2808,16.71,442.71,70.88,41.53
2809,16.72,450.63,71.21,41.72
2810,16.73,453.30,73.65,43.19
2811,16.73,437.55,69.60,40.76
2812,16.74,441.59,69.92,40.95
2813,16.74,458.79,71.43,41.86
2814,16.75,449.87,72.44,42.46
2815,16.76,456.89,70.58,41.35
2816,16.76,429.29,70.90,41.54
2817,16.77,469.60,72.60,42.56
2818,16.77,461.06,70.84,41.51
2819,16.78,449.69,71.33,41.80
2820,16.79,436.21,70.34,41.20
2821,16.79,442.69,71.71,42.03
2822,16.80,451.75,69.15,40.49
2823,16.80,460.35,68.68,40.21
2824,16.81,449.15,70.70,41.42
2825,16.82,465.40,71.38,41.83
2826,16.82,444.07,69.78,40.87
2827,16.83,446.75,70.00,41.00
2828,16.83,443.91,71.36,41.82
2829,16.84,443.52,71.35,41.81
2830,16.85,444.39,70.04,41.03
2831,16.85,434.75,70.07,41.04
2832,16.86,445.49,69.48,40.69
2833,16.86,447.41,71.30,41.78
2834,16.87,439.32,68.14,39.88
2835,16.88,451.27,69.84,40.90
2836,16.88,455.52,70.13,41.08
2837,16.89,465.88,69.98,40.99
2838,16.89,449.05,70.84,41.51
2839,16.90,441.66,68.56,40.14
2840,16.90,460.67,69.01,40.40
2841,16.91,442.40,69.26,40.55
2842,16.92,477.29,71.27,41.76
2843,16.92,451.27,70.28,41.17
2844,16.93,449.33,70.95,41.57
2845,16.93,451.69,71.31,41.79
2846,16.94,453.98,69.28,40.57
2847,16.95,444.11,70.62,41.37
2848,16.95,449.41,70.52,41.31
2849,16.96,456.44,67.90,39.74
2850,16.96,456.71,71.36,41.82
2851,16.97,449.07,69.74,40.85
2852,16.98,443.75,71.32,41.79
2853,16.98,428.13,67.02,39.21
2854,16.99,453.81,68.40,40.04
2855,16.99,464.94,72.90,42.74
2856,17.00,459.14,70.67,41.40
2857,17.01,459.09,67.13,39.28
2858,17.01,459.49,70.49,41.29
2859,17.02,447.81,69.04,40.42
2860,17.02,444.77,67.94,39.76
2861,17.03,440.63,70.28,41.17
2862,17.04,444.83,69.54,40.72
2863,17.04,452.53,67.86,39.71
2864,17.05,441.91,68.86,40.32
2865,17.05,435.38,70.99,41.59
2866,17.06,461.38,67.51,39.51
2867,17.07,447.25,69.52,40.71
2868,17.07,449.69,66.04,38.63
2869,17.08,444.81,69.07,40.44
2870,17.08,436.94,69.64,40.78
2871,17.09,452.37,68.50,40.10
2872,17.10,455.45,69.15,40.49
2873,17.10,445.08,70.38,41.23
2874,17.11,448.93,68.27,39.96
2875,17.11,461.59,71.53,41.92
2876,17.12,456.31,71.38,41.83
2877,17.12,438.67,69.48,40.69
2878,17.13,427.21,68.87,40.32
2879,17.14,442.13,69.09,40.45
2880,17.14,450.04,69.70,40.82
2881,17.15,453.98,69.19,40.51
2882,17.15,464.21,68.57,40.14
2883,17.16,455.98,68.83,40.30
2884,17.17,453.90,69.28,40.57
2885,17.17,451.31,67.01,39.21
2886,17.18,450.32,68.36,40.02
2887,17.18,425.21,66.84,39.10
2888,17.19,444.53,67.79,39.67
2889,17.20,439.43,68.13,39.88
2890,17.20,442.54,66.75,39.05
2891,17.21,460.61,69.77,40.86
2892,17.21,455.59,67.81,39.68
2893,17.22,452.21,68.88,40.33
2894,17.23,449.37,67.88,39.73
2895,17.23,451.25,69.05,40.43
2896,17.24,458.17,66.14,38.68
2897,17.24,448.26,69.01,40.40
2898,17.25,447.83,68.34,40.00
2899,17.26,453.46,68.54,40.12
2900,17.26,455.77,67.16,39.30
2901,17.27,450.62,67.99,39.80
2902,17.27,448.34,66.04,38.63
2903,17.28,437.83,65.58,38.35
2904,17.29,434.76,68.10,39.86
2905,17.29,445.45,66.61,38.97
2906,17.30,444.07,69.07,40.44
2907,17.30,452.49,68.78,40.27
2908,17.31,452.63,67.20,39.32
2909,17.32,449.29,69.51,40.71
2910,17.32,461.39,66.20,38.72
2911,17.33,442.32,66.14,38.69
2912,17.33,438.30,66.85,39.11
2913,17.34,432.41,68.91,40.35
2914,17.35,445.15,69.26,40.56
2915,17.35,436.23,68.33,40.00
2916,17.36,456.72,63.78,37.27
2917,17.36,448.93,66.78,39.07
2918,17.37,440.51,67.40,39.44
2919,17.38,439.26,67.99,39.79
2920,17.38,454.67,65.96,38.57
2921,17.39,445.15,65.85,38.51
2922,17.39,449.29,68.74,40.25
2923,17.40,440.44,65.65,38.39
2924,17.40,445.71,65.12,38.07
2925,17.41,441.33,66.12,38.67
2926,17.42,441.20,64.69,37.81
2927,17.42,445.41,64.70,37.82
2928,17.43,457.36,64.44,37.67
2929,17.43,431.49,64.34,37.61
2930,17.44,443.09,65.46,38.28
2931,17.45,453.50,65.98,38.59
2932,17.45,436.60,66.08,38.65
2933,17.46,465.68,64.74,37.84
2934,17.46,461.81,64.78,37.87
2935,17.47,442.09,66.43,38.86
2936,17.48,449.99,65.85,38.51
2937,17.48,440.89,66.60,38.96
2938,17.49,451.26,67.11,39.27
2939,17.49,434.74,66.39,38.83
2940,17.50,452.57,66.03,38.62
2941,17.51,429.32,62.32,36.39
2942,17.51,440.20,64.64,37.79
2943,17.52,451.96,65.57,38.34
2944,17.52,434.83,64.60,37.76
2945,17.53,458.57,63.16,36.90
2946,17.54,445.08,66.14,38.69
2947,17.54,440.81,65.53,38.32
2948,17.55,442.31,66.52,38.91
2949,17.55,448.45,64.76,37.86
2950,17.56,437.53,63.60,37.16
2951,17.57,439.98,65.94,38.56
2952,17.57,439.65,67.04,39.23
2953,17.58,432.89,65.22,38.13
2954,17.58,439.85,64.74,37.84
2955,17.59,449.09,65.84,38.50
2956,17.60,438.39,65.28,38.17
2957,17.60,437.06,63.14,36.88
2958,17.61,438.56,61.98,36.19
2959,17.61,423.12,63.30,36.98
2960,17.62,436.76,65.78,38.47
2961,17.62,447.10,64.74,37.84
2962,17.63,433.48,64.19,37.51
2963,17.64,460.71,62.39,36.43
2964,17.64,417.44,65.66,38.40
2965,17.65,447.03,63.71,37.22
2966,17.65,446.10,64.11,37.47
2967,17.66,432.53,64.35,37.61
2968,17.67,443.90,64.55,37.73
2969,17.67,443.78,63.06,36.84
2970,17.68,432.80,64.94,37.96
2971,17.68,425.20,65.32,38.19
2972,17.69,440.34,62.82,36.69
2973,17.70,434.28,64.27,37.56
2974,17.70,430.86,64.00,37.40
2975,17.71,438.86,63.02,36.81
2976,17.71,435.84,64.67,37.80
2977,17.72,438.04,60.27,35.16
2978,17.73,454.33,64.38,37.63
2979,17.73,427.35,61.66,36.00
2980,17.74,429.46,62.14,36.28
2981,17.74,439.52,63.35,37.01
2982,17.75,446.27,62.95,36.77
2983,17.76,433.87,61.57,35.94
2984,17.76,436.00,62.91,36.74
2985,17.77,447.34,61.58,35.95
2986,17.77,435.63,65.16,38.10
2987,17.78,438.84,62.52,36.51
2988,17.79,432.28,62.50,36.50
2989,17.79,441.40,61.52,35.91
2990,17.80,424.36,62.54,36.53
2991,17.80,421.18,61.99,36.19
2992,17.81,434.68,62.73,36.64
2993,17.82,439.17,63.71,37.23
2994,17.82,428.54,61.60,35.96
2995,17.83,430.03,62.49,36.49
2996,17.83,439.07,61.91,36.14
2997,17.84,438.99,62.92,36.75
2998,17.85,430.29,61.15,35.69
2999,17.85,430.49,61.36,35.82
3000,17.86,426.55,62.69,36.61
3001,17.86,438.70,62.54,36.53
3002,17.87,417.57,62.41,36.44
3003,17.88,428.91,61.15,35.69
3004,17.88,430.86,60.44,35.27
3005,17.89,429.86,62.31,36.38
3006,17.89,435.61,61.76,36.06
3007,17.90,420.43,61.14,35.69
3008,17.90,423.38,61.98,36.19
3009,17.91,425.05,61.60,35.96
3010,17.92,438.44,62.13,36.28
3011,17.92,431.86,64.51,37.71
3012,17.93,436.33,62.19,36.31
3013,17.93,438.76,59.30,34.58
3014,17.94,425.19,61.73,36.04
3015,17.95,434.15,60.32,35.19
3016,17.95,433.43,59.75,34.85
3017,17.96,416.01,58.98,34.39
3018,17.96,439.07,61.84,36.10
3019,17.97,428.28,60.94,35.56
3020,17.98,438.82,61.38,35.83
3021,17.98,410.15,61.63,35.98
3022,17.99,419.34,59.82,34.89
3023,17.99,449.33,61.26,35.76
3024,18.00,434.47,60.98,35.59
3025,18.01,410.86,61.60,35.96
3026,18.01,433.27,59.41,34.65
3027,18.02,423.61,60.67,35.40
3028,18.02,416.26,62.27,36.36
3029,18.03,431.87,59.64,34.78
3030,18.04,426.93,59.65,34.79
3031,18.04,415.70,59.75,34.85
3032,18.05,422.42,59.27,34.56
3033,18.05,436.58,59.26,34.56
3034,18.06,413.41,59.23,34.54
3035,18.07,426.82,59.70,34.82
3036,18.07,403.62,58.80,34.28
3037,18.08,423.79,60.27,35.16
3038,18.08,427.59,59.83,34.90
3039,18.09,420.00,60.98,35.59
3040,18.10,424.33,60.67,35.40
3041,18.10,432.53,61.16,35.70
3042,18.11,418.48,59.61,34.77
3043,18.11,440.20,60.67,35.40
3044,18.12,439.17,56.64,32.98
3045,18.12,426.52,58.77,34.26
3046,18.13,422.50,58.64,34.19
3047,18.14,423.93,56.93,33.16
3048,18.14,428.00,59.38,34.63
3049,18.15,424.59,59.25,34.55
3050,18.15,420.49,59.37,34.62
3051,18.16,422.21,58.32,33.99
3052,18.17,425.19,57.15,33.29
3053,18.17,410.08,57.64,33.58
3054,18.18,419.08,57.67,33.60
3055,18.18,408.94,58.33,34.00
3056,18.19,415.24,58.78,34.27
3057,18.20,417.51,58.12,33.87
3058,18.20,408.31,58.47,34.08
3059,18.21,428.45,57.24,33.35
3060,18.21,415.38,58.17,33.90
3061,18.22,422.56,57.34,33.40
3062,18.23,415.88,57.01,33.21
3063,18.23,423.68,57.32,33.39
3064,18.24,404.26,56.47,32.88
3065,18.24,423.38,58.78,34.27
3066,18.25,418.90,58.18,33.91
3067,18.26,420.24,58.88,34.33
3068,18.26,411.08,57.32,33.39
3069,18.27,416.63,57.65,33.59
3070,18.27,403.63,59.54,34.73
3071,18.28,400.51,57.96,33.77
3072,18.29,417.35,59.08,34.45
3073,18.29,407.41,56.49,32.89
3074,18.30,423.79,56.87,33.12
3075,18.30,421.84,58.69,34.21
3076,18.31,411.36,55.15,32.09
3077,18.32,426.74,55.66,32.39
3078,18.32,404.68,56.06,32.64
3079,18.33,404.29,56.67,33.00
3080,18.33,408.97,56.95,33.17
3081,18.34,422.75,56.96,33.18
3082,18.35,425.09,57.02,33.21
3083,18.35,418.83,56.33,32.80
3084,18.36,388.53,55.64,32.39
3085,18.36,408.53,56.74,33.04
3086,18.37,412.69,56.56,32.93
3087,18.38,416.59,56.01,32.61
3088,18.38,403.04,54.13,31.48
3089,18.39,402.33,57.46,33.48
3090,18.39,421.62,55.73,32.44
3091,18.40,400.98,55.30,32.18
3092,18.40,397.46,56.71,33.03
3093,18.41,404.13,55.87,32.52
3094,18.42,394.59,55.42,32.25
3095,18.42,394.66,56.26,32.76
3096,18.43,392.95,57.57,33.54
3097,18.43,392.29,56.42,32.85
3098,18.44,399.73,54.97,31.98
3099,18.45,403.20,54.03,31.42
3100,18.45,403.88,54.68,31.81
3101,18.46,394.92,53.85,31.31
3102,18.46,395.19,55.35,32.21
3103,18.47,406.18,52.26,30.36
3104,18.48,402.31,54.82,31.89
3105,18.48,407.31,55.66,32.40
3106,18.49,410.75,54.15,31.49
3107,18.49,405.90,55.01,32.00
3108,18.50,403.52,55.04,32.02
3109,18.51,378.81,54.34,31.60
3110,18.51,394.28,53.57,31.14
3111,18.52,400.45,54.18,31.51
3112,18.52,393.98,53.00,30.80
3113,18.53,384.39,53.56,31.13
3114,18.54,404.29,53.05,30.83
3115,18.54,400.22,52.03,30.22
3116,18.55,406.79,54.36,31.62
3117,18.55,395.09,54.61,31.76
3118,18.56,387.36,54.04,31.43
3119,18.57,402.94,54.50,31.70
3120,18.57,410.28,53.07,30.84
3121,18.58,398.14,55.89,32.53
3122,18.58,394.93,52.89,30.73
3123,18.59,402.25,52.72,30.63
3124,18.60,398.54,54.55,31.73
3125,18.60,384.27,53.74,31.25
3126,18.61,376.53,53.43,31.06
3127,18.61,385.35,53.44,31.06
3128,18.62,401.85,54.63,31.78
3129,18.62,394.92,52.12,30.27
3130,18.63,391.24,53.55,31.13
3131,18.64,379.26,54.19,31.51
3132,18.64,401.06,52.49,30.49
3133,18.65,388.04,53.04,30.83
3134,18.65,390.75,51.59,29.95
3135,18.66,392.34,51.96,30.17
3136,18.67,393.68,52.47,30.48
3137,18.67,383.74,52.28,30.37
3138,18.68,396.27,50.80,29.48
3139,18.68,398.83,51.29,29.78
3140,18.69,382.11,50.69,29.41
3141,18.70,391.80,51.80,30.08
3142,18.70,389.98,52.25,30.35
3143,18.71,383.48,51.67,30.00
3144,18.71,394.44,51.54,29.92
3145,18.72,365.11,52.30,30.38
3146,18.73,392.51,53.05,30.83
3147,18.73,374.42,52.03,30.22
3148,18.74,377.60,50.65,29.39
3149,18.74,385.64,51.55,29.93
3150,18.75,383.02,51.51,29.91
3151,18.76,373.78,51.29,29.77
3152,18.76,382.72,52.62,30.57
3153,18.77,373.84,51.17,29.70
3154,18.77,397.75,50.76,29.45
3155,18.78,380.14,51.10,29.66
3156,18.79,379.99,51.08,29.65
3157,18.79,373.46,50.25,29.15
3158,18.80,380.29,49.79,28.87
3159,18.80,376.58,51.72,30.03
3160,18.81,381.53,50.70,29.42
3161,18.82,388.10,51.35,29.81
3162,18.82,374.03,49.76,28.86
3163,18.83,379.93,51.02,29.61
3164,18.83,376.04,51.79,30.07
3165,18.84,382.77,50.04,29.02
3166,18.85,371.01,50.48,29.29
3167,18.85,372.42,48.86,28.32
3168,18.86,381.25,50.13,29.08
3169,18.86,380.30,50.30,29.18
3170,18.87,379.38,50.97,29.58
3171,18.88,371.00,50.49,29.29
3172,18.88,366.30,49.49,28.69
3173,18.89,378.70,51.01,29.61
3174,18.89,375.08,47.65,27.59
3175,18.90,370.95,50.27,29.16
3176,18.90,376.55,49.60,28.76
3177,18.91,373.98,47.83,27.70
3178,18.92,377.54,49.12,28.47
3179,18.92,393.39,49.58,28.75
3180,18.93,377.93,50.22,29.13
3181,18.93,358.69,49.60,28.76
3182,18.94,374.88,50.18,29.11
3183,18.95,365.47,48.51,28.11
3184,18.95,361.68,48.59,28.16
3185,18.96,356.51,48.64,28.18
3186,18.96,375.60,47.98,27.79
3187,18.97,369.59,49.42,28.65
3188,18.98,372.53,47.66,27.60
3189,18.98,374.18,48.68,28.21
3190,18.99,362.11,49.17,28.50
3191,18.99,371.73,51.13,29.68
3192,19.00,369.85,48.88,28.33
3193,19.01,374.01,47.88,27.73
3194,19.01,359.41,47.73,27.64
3195,19.02,367.80,47.56,27.54
3196,19.02,378.44,48.47,28.08
3197,19.03,360.93,47.80,27.68
3198,19.04,360.97,47.17,27.30
3199,19.04,361.67,47.91,27.75
3200,19.05,358.48,48.01,27.81
3201,19.05,358.40,47.61,27.57
3202,19.06,358.23,45.79,26.47
3203,19.07,361.33,48.10,27.86
3204,19.07,355.35,47.35,27.41
3205,19.08,365.10,48.09,27.86
3206,19.08,362.18,47.27,27.36
3207,19.09,369.85,47.75,27.65
3208,19.10,367.78,46.90,27.14
3209,19.10,371.06,47.33,27.40
